epoch;acc;loss
0;0.8123527223265794;0.47872258441687426
1;0.8608458390251277;0.38367238031099854
2;0.8684112613171276;0.3571263283110428
3;0.8732481706560833;0.3366731322918775
4;0.8770928934713635;0.32716647084443395
5;0.8805655463227087;0.32385935556662376
6;0.8896192484260951;0.32079710268632544
7;0.888379015254868;0.3191070299185318
8;0.8912315515390803;0.3508177942875149
9;0.8889991318441777;0.35469987156547855
